window_id,train_start,train_end,test_start,test_end,ticker_y,ticker_x,training_rank,training_score,training_cointegration_pvalue,training_adf_pvalue,training_half_life,test_total_return,test_annualized_return,test_sharpe_ratio,test_maximum_drawdown,test_number_of_entries,test_total_costs
11,2020-09-24,2022-09-15,2022-09-16,2022-12-13,ERIC-B.ST,KNEBV.HE,2.0,8.33923128514622,0.004847837125309342,0.0008993052420002623,16.623445118916344,0.0,0.0,0.0,0.0,0,0.0
11,2020-09-24,2022-09-15,2022-09-16,2022-12-13,SHB-A.ST,ELISA.HE,3.0,6.760199833309327,0.015392768408426209,0.003397949991851354,16.805028700684126,0.0,0.0,0.0,0.0,0,0.0
12,2020-12-22,2022-12-13,2022-12-14,2023-03-13,TGS.OL,WRT1V.HE,1.0,8.437410290103081,0.004300834270122534,0.0008019403659527368,11.665778047674266,0.0,0.0,0.0,0.0,0,0.0
12,2020-12-22,2022-12-13,2022-12-14,2023-03-13,ERIC-B.ST,EQNR.OL,2.0,8.346690421275586,0.004713826368837834,0.0008711587161800855,13.953487114984906,0.0,0.0,0.0,0.0,0,0.0
12,2020-12-22,2022-12-13,2022-12-14,2023-03-13,SKF-B.ST,KNEBV.HE,3.0,7.469326762977754,0.008794079431832955,0.0017999149762817543,11.595952192797848,0.0,0.0,0.0,0.0,0,0.0
13,2021-03-25,2023-03-13,2023-03-14,2023-06-13,SKF-B.ST,CARL-B.CO,,,,,,,,,,0,0.0
13,2021-03-25,2023-03-13,2023-03-14,2023-06-13,ERIC-B.ST,SAMPO.HE,2.0,7.817884588726497,0.006839205552393972,0.0014052148368154174,13.86386290687965,0.0,0.0,0.0,0.0,0,0.0
13,2021-03-25,2023-03-13,2023-03-14,2023-06-13,EQNR.OL,DSV.CO,,,,,,,,,,0,0.0
14,2021-06-25,2023-06-13,2023-06-14,2023-09-08,HEXA-B.ST,EQNR.OL,1.0,7.889075887269459,0.006392027923498836,0.001261016128092201,10.907385592088348,0.0,0.0,0.0,0.0,0,0.0
14,2021-06-25,2023-06-13,2023-06-14,2023-09-08,NOVO-B.CO,NOKIA.HE,2.0,7.456669214641069,0.008954675482848921,0.0018339596213895948,13.615868778080344,0.0017195392822617617,0.007144659314426205,0.4275553283759993,-0.004852708742601797,1,70.0
14,2021-06-25,2023-06-13,2023-06-14,2023-09-08,ORK.OL,MAERSK-B.CO,3.0,7.203914444620885,0.012143602018341627,0.0024173301653230574,26.394546776235263,0.0,0.0,0.0,0.0,0,0.0
15,2021-09-22,2023-09-08,2023-09-11,2023-12-06,MAERSK-B.CO,SAMPO.HE,1.0,8.516271861962947,0.004025580228440298,0.0007473419442992358,11.144819313328213,0.0,0.0,0.0,0.0,0,0.0
15,2021-09-22,2023-09-08,2023-09-11,2023-12-06,DSV.CO,WRT1V.HE,2.0,7.998133274311417,0.006059179051454187,0.0011527526237506806,13.669696677574285,0.0,0.0,0.0,0.0,0,0.0
15,2021-09-22,2023-09-08,2023-09-11,2023-12-06,SKF-B.ST,CARL-B.CO,3.0,6.759801702033355,0.014786588590551009,0.00325565920662128,12.317661928496467,-0.01745499900726777,-0.06599610753056662,-1.038864785771984,-0.03058111527544649,1,70.0
16,2021-12-20,2023-12-06,2023-12-07,2024-03-07,OUT1V.HE,KNEBV.HE,1.0,9.972547824115736,0.0013978203802300923,0.00022858433637389406,12.549703030664835,0.0,0.0,0.0,0.0,0,0.0
16,2021-12-20,2023-12-06,2023-12-07,2024-03-07,NOVO-B.CO,NOKIA.HE,2.0,9.236694258096966,0.0023561502313736243,0.00041271283383481947,10.874818996983905,0.0,0.0,0.0,0.0,1,0.0
16,2021-12-20,2023-12-06,2023-12-07,2024-03-07,DNB.OL,WRT1V.HE,3.0,7.424709824031052,0.009407997778503457,0.0018589520516275474,14.997242478268806,0.0,0.0,0.0,0.0,0,0.0
17,2022-03-21,2024-03-07,2024-03-08,2024-06-07,AZN.ST,DSV.CO,,,,,,,,,,0,0.0
17,2022-03-21,2024-03-07,2024-03-08,2024-06-07,SAND.ST,KEMIRA.HE,2.0,7.908064058811714,0.006307085664087982,0.0012263028045480726,10.031924021093841,0.0,0.0,0.0,0.0,0,0.0
17,2022-03-21,2024-03-07,2024-03-08,2024-06-07,SEB-A.ST,NOVO-B.CO,,,,,,,,,,0,0.0
18,2022-06-21,2024-06-07,2024-06-10,2024-09-04,DNB.OL,NESTE.HE,1.0,8.325229930423022,0.004623837722326008,0.0008725798917927985,10.504029921769664,0.0,0.0,0.0,0.0,0,0.0
18,2022-06-21,2024-06-07,2024-06-10,2024-09-04,SEB-A.ST,NESTE.HE,2.0,7.6442734587019485,0.007711452772469753,0.0015514012988069833,11.427001611763732,0.0,0.0,0.0,0.0,0,0.0
18,2022-06-21,2024-06-07,2024-06-10,2024-09-04,NOVO-B.CO,NESTE.HE,3.0,7.627813114148944,0.0077555141914033635,0.0015622668021672568,11.27895124849122,0.0,0.0,0.0,0.0,0,0.0
19,2022-09-16,2024-09-04,2024-09-05,2024-12-02,SAND.ST,MOWI.OL,1.0,13.548386526600128,9.908081555976697e-05,1.13819052545023e-05,10.55806850841407,0.0,0.0,0.0,0.0,0,0.0
19,2022-09-16,2024-09-04,2024-09-05,2024-12-02,ERIC-B.ST,FORTUM.HE,2.0,10.27520961947604,0.0011178028321016532,0.00017848996861346197,12.855384710925206,0.0,0.0,0.0,0.0,0,0.0
19,2022-09-16,2024-09-04,2024-09-05,2024-12-02,SEB-A.ST,NESTE.HE,3.0,9.667361237048226,0.0017179070853354831,0.0002905360392111639,10.556059246700409,0.0,0.0,0.0,0.0,0,0.0
20,2022-12-14,2024-12-02,2024-12-03,2025-03-06,NESTE.HE,WRT1V.HE,1.0,8.348251270712725,0.004715357775837887,0.0009038218351655052,15.336340097036127,0.030936153963242896,0.13629096648945804,2.0325224576824747,0.0,1,70.0
20,2022-12-14,2024-12-02,2024-12-03,2025-03-06,EQNR.OL,KNEBV.HE,2.0,8.229094229328634,0.005004706223346063,0.0009521035370267936,11.453558739071523,0.0,0.0,0.0,0.0,0,0.0
20,2022-12-14,2024-12-02,2024-12-03,2025-03-06,SEB-A.ST,NESTE.HE,3.0,7.5645501889905695,0.00816813636575207,0.0016572125003202316,11.217434910694685,0.0,0.0,0.0,0.0,1,0.0
21,2023-03-14,2025-03-06,2025-03-07,2025-06-06,SAMPO.HE,KEMIRA.HE,1.0,8.708231743130792,0.003484479884086013,0.0006380201389773302,10.034205477554963,0.0,0.0,0.0,0.0,0,0.0
21,2023-03-14,2025-03-06,2025-03-07,2025-06-06,SAMPO.HE,FORTUM.HE,2.0,8.413652605432889,0.004392102456603714,0.0008236011125294157,11.7714455850662,0.0,0.0,0.0,0.0,0,0.0
21,2023-03-14,2025-03-06,2025-03-07,2025-06-06,SEB-A.ST,NESTE.HE,3.0,7.867687782633467,0.006502823398797831,0.0012813795960728504,10.65695068973423,0.0,0.0,0.0,0.0,0,0.0
22,2023-06-14,2025-06-06,2025-06-09,2025-09-03,OUT1V.HE,KEMIRA.HE,1.0,9.290540498859748,0.002383026406713527,0.0004047128003695034,15.494515061889992,0.0,0.0,0.0,0.0,0,0.0
22,2023-06-14,2025-06-06,2025-06-09,2025-09-03,OUT1V.HE,NOKIA.HE,2.0,9.10865031488736,0.002789169288063926,0.0004884813691719652,19.144806929777772,0.0,0.0,0.0,0.0,0,0.0
22,2023-06-14,2025-06-06,2025-06-09,2025-09-03,OUT1V.HE,UPM.HE,3.0,8.573951668165147,0.00435831706566043,0.0007971474463291252,25.71279716640216,0.0,0.0,0.0,0.0,0,0.0
23,2023-09-11,2025-09-03,2025-09-04,2025-12-01,KNEBV.HE,ELISA.HE,1.0,7.384362721292821,0.009432857329018366,0.0019500173190644913,12.668772182997131,0.0,0.0,0.0,0.0,0,0.0
23,2023-09-11,2025-09-03,2025-09-04,2025-12-01,EQNR.OL,KNEBV.HE,2.0,6.661676134825116,0.015949423070523272,0.0035511336165649637,12.553310494857934,0.0,0.0,0.0,0.0,0,0.0
23,2023-09-11,2025-09-03,2025-09-04,2025-12-01,NESTE.HE,NOKIA.HE,3.0,6.548712771830658,0.01766520232296034,0.003950637761012317,14.261721419994963,0.0,0.0,0.0,0.0,0,0.0
24,2023-12-07,2025-12-01,2025-12-02,2026-03-05,EQNR.OL,SAMPO.HE,1.0,10.324553612663715,0.0010494069904797864,0.00016876057703682555,10.071252347373216,-0.004345366989147781,-0.01751062947497073,-2.111000646761065,-0.004345366989147781,1,70.0
24,2023-12-07,2025-12-01,2025-12-02,2026-03-05,EQNR.OL,NOKIA.HE,2.0,10.211778996591937,0.0011410656713034986,0.0001851838686052384,10.100343206780396,0.003510119132622558,0.020360763173347562,0.18344826974397313,-0.03566883744810534,1,70.0
24,2023-12-07,2025-12-01,2025-12-02,2026-03-05,EQNR.OL,KEMIRA.HE,3.0,9.746318968393053,0.0016223294153405346,0.00027241226179600185,10.882370799908276,0.0018412636771600877,0.009194208393524805,0.15667740083324438,-0.01916638628990086,1,70.0
25,2024-03-08,2026-03-05,2026-03-06,2026-06-05,MAERSK-B.CO,FORTUM.HE,,,,,,,,,,0,0.0
25,2024-03-08,2026-03-05,2026-03-06,2026-06-05,SEB-A.ST,MAERSK-B.CO,,,,,,,,,,0,0.0
25,2024-03-08,2026-03-05,2026-03-06,2026-06-05,SAND.ST,OUT1V.HE,3.0,6.381117027652147,0.019689112427201002,0.004526465677271337,13.032853711111096,0.03089058570771619,0.13423153038017088,1.8217981790087536,-0.003112799348646611,1,70.0
